Observation,Energy
50001,44.866727934029704
50002,90.0
50003,50.403799191241795
50004,74.68280222202887
50005,47.9955497738234
50006,59.11119819702552
50007,114.48312380765768
50008,39.598522427229696
50009,248.44458104114986
50010,31.36661043649902
50011,50.0
50012,76.53074025935382
50013,50.22077490730775
50014,50.00000000000001
50015,59.99999999999999
50016,104.25667386569921
50017,59.99999999999999
50018,473.7058817703579
50019,60.0
50020,65.5917152763078
50021,65.74331970946825
50022,274.70998823003083
50023,110.0
50024,73.70272288946107
50025,54.69210424550958
50026,60.0
50027,275.8807582676278
50028,348.1651691305735
50029,35.81949866230442
50030,50.00000000000001
50031,53.211825942520804
50032,85.31275145826838
50033,60.0
50034,45.559181173856295
50035,162.3024868963739
50036,55.2068565492879
50037,54.285509235843776
50038,50.00000000000001
50039,126.0303674044526
50040,34.404718640590836
50041,49.99999999999999
50042,50.85494549055211
50043,39.99999999999999
50044,205.2796982713002
50045,71.04807800803488
50046,37.73597566758928
50047,50.0
50048,49.99999999999999
50049,40.0
50050,101.21496648634935
50051,104.32128239822757
50052,44.81987624074379
50053,49.99999999999999
50054,126.51671575888156
50055,109.50705147540383
50056,44.87578901552527
50057,43.01816073797169
50058,128.51399846002903
50059,50.63733021011326
50060,372.1916317805466
50061,46.33210657675923
50062,50.0
50063,40.0
50064,80.0
50065,30.0
50066,89.14287096986898
50067,254.57315475048733
50068,53.50298788733087
50069,207.01170985891403
50070,60.0
50071,194.55969539410876
50072,189.26417372706817
50073,146.36576931205718
50074,55.39533733050814
50075,39.042375575244186
50076,54.6358640941848
50077,50.0
50078,95.52290096567447
50079,124.49967364372635
50080,41.16961760813917
50081,64.75496780916873
50082,45.26724851369756
50083,54.35284638054662
50084,44.330876985268574
50085,60.0
50086,59.99999999999999
50087,115.02417042885249
50088,60.0
50089,40.0
50090,166.80276701736634
50091,44.396143731153714
50092,60.465012363644576
50093,207.13983732437822
50094,240.3691625823318
50095,46.60310545412412
50096,46.445530517425496
50097,40.0
50098,33.88541668253659
50099,85.93460250254498
50100,106.622687077415
50101,22.89439179381739
50102,59.999999999999986
50103,69.99999999999999
50104,211.42973643637248
50105,70.78632772732871
50106,50.0
50107,50.0
50108,133.5770369478926
50109,59.99999999999999
50110,30.000000000000004
50111,49.99999999999999
50112,130.36280077706175
50113,56.06911719377156
50114,59.99999999999999
50115,65.05929574364929
50116,46.95570759084813
50117,60.0
50118,35.78344023390295
50119,201.1139233802548
50120,97.06042890136594
50121,322.2359250936131
50122,52.92026416093469
50123,60.0
50124,76.00141479542403
50125,50.0
50126,301.6282464166786
50127,64.34536972977692
50128,40.0
50129,118.20755443088392
50130,49.99999999999999
50131,272.2466431096998
50132,40.53007893324035
50133,50.00000000000001
50134,77.51421086941187
50135,59.99999999999999
50136,190.6607695732259
50137,377.7749016427309
50138,60.00000000000001
50139,45.45324652712102
50140,47.55577646154103
50141,471.00155268072314
50142,257.33676320639717
50143,49.7402486354771
50144,50.0
50145,80.0
50146,45.15108527005821
50147,93.41925758975302
50148,77.27908873913753
50149,87.02511347061464
50150,110.0
50151,329.4781203012123
50152,53.583508658721364
50153,90.0
50154,49.99999999999999
50155,40.0
50156,66.28357431227592
50157,90.0
50158,82.36318318997657
50159,44.01241639506488
50160,60.0
50161,56.71572836487295
50162,46.41711010863459
50163,50.0
50164,76.43821427533392
50165,135.60318236859146
50166,98.34029474856776
50167,86.51819551705829
50168,94.89257792121859
50169,45.33607744754491
50170,39.211250743922854
50171,50.00000000000001
50172,60.00000000000001
50173,49.99999999999999
50174,66.06046914263611
50175,62.01371674505129
50176,130.0
50177,55.909289368323996
50178,45.860899640449084
50179,45.51544082111728
50180,43.11735802736627
50181,234.22299612459474
50182,64.45074195578145
50183,42.628059018113056
50184,55.07074364147942
50185,60.00000000000001
50186,109.99999999999999
50187,257.3687016918056
50188,37.55198400604229
50189,70.0
50190,104.57170097182619
50191,68.79570776087336
50192,50.0
50193,50.0
50194,109.85947667682946
50195,54.98609865775136
50196,54.629004225847474
50197,32.76637503276831
50198,128.82647883096305
50199,44.85755044916024
50200,308.145292688141
50201,55.02088502941281
50202,53.82354371796198
50203,538.7640649783833
50204,29.47112886839789
50205,83.6835506751027
50206,104.08594715135384
50207,49.99999999999999
50208,123.53081660028313
50209,184.69651330628125
50210,85.27876762400575
50211,59.99999999999999
50212,65.68525477741369
50213,634.8165478697567
50214,54.03877428721786
50215,222.51709337862624
50216,45.727610991022694
50217,34.2536359404158
50218,50.0
50219,79.49278554140163
50220,55.69995476641449
50221,88.36896465259035
50222,54.5677214660098
50223,34.73713149685995
50224,86.35192465728265
50225,50.0
50226,100.0
50227,113.77114282418518
50228,56.31267791941179
50229,60.0
50230,134.08289329397735
50231,634.7428145667722
50232,489.92351385901264
50233,53.80558077492512
50234,83.97810489482902
50235,214.85106619688162
50236,109.4980558441759
50237,45.748150003506446
50238,50.0
50239,40.0
50240,78.17561838370716
50241,22.87011740499512
50242,57.927609304516785
50243,50.0
50244,51.27186551078008
50245,55.209850833887494
50246,247.0047321340582
50247,79.99999999999999
50248,59.99999999999999
50249,337.88428580698354
50250,184.71840756466332
50251,29.999999999999996
50252,55.04954590164751
50253,76.84103826723442
50254,49.99999999999999
50255,71.48940077065683
50256,59.99999999999999
50257,30.91049885200087
50258,411.1466926496923
50259,67.96203943450138
50260,116.43440371653215
50261,104.80585664910001
50262,45.62415720049846
50263,72.44416040238019
50264,104.71250921513561
50265,45.995938330830114
50266,40.0
50267,54.97420233995989
50268,99.99999999999999
50269,74.7176649032958
50270,152.19671667557577
50271,106.28985537861173
50272,115.09185098880342
50273,200.0
50274,64.1013616229712
50275,40.0
50276,60.00000000000001
50277,401.7010361411434
50278,50.0
50279,46.481416123622225
50280,44.963627865943074
50281,50.0
50282,62.191640945358465
50283,203.78186491213825
50284,36.343592831091364
50285,55.44057048927391
50286,74.84453576418846
50287,45.71457038274226
50288,110.0
50289,60.78591532149131
50290,50.00000000000001
50291,59.99999999999999
50292,40.18152800583931
50293,50.0
50294,45.246076638268505
50295,145.16167416908644
50296,58.68534294928008
50297,246.9088658909484
50298,60.0
50299,75.4581098113915
50300,151.27004752081285
50301,33.43377331328977
50302,101.06161973820923
50303,94.9080683060902
50304,292.78960292898205
50305,44.312395376180966
50306,162.3753449829465
50307,44.7872434358196
50308,53.65848120280667
50309,72.78548438797633
50310,45.337362539615526
50311,171.30082343599938
50312,60.0
50313,90.0
50314,66.73888308022813
50315,40.0
50316,109.74164750884403
50317,55.57577400567956
50318,66.83771019515412
50319,84.1874237504294
50320,60.7569886422549
50321,50.0
50322,467.169513830274
50323,50.0
50324,46.00011637264075
50325,99.99999999999999
50326,80.54412442391857
50327,142.5518202690315
50328,70.0
50329,45.846219206514
50330,54.27306010915485
50331,74.54965330900711
50332,78.79937680964862
50333,60.00000000000001
50334,56.66781863305351
50335,243.87830337284328
50336,50.0
50337,151.31938524300196
50338,53.32194816545264
50339,30.732390332639834
50340,59.99999999999999
50341,40.0
50342,60.000000000000014
50343,32.118618601627205
50344,70.43047180228682
50345,34.80483968199232
50346,103.77412765088638
50347,55.80133080723919
50348,55.465421372635554
50349,55.767634541088555
50350,60.0
50351,30.172378501895018
50352,100.00000000000001
50353,263.7420158636235
50354,54.05184494150505
50355,55.44309128795355
50356,66.90234234004619
50357,369.7483168616682
50358,60.0
50359,55.863083974484674
50360,69.22633532141903
50361,124.64953164820452
50362,105.0607079349939
50363,44.31112318129687
50364,95.32760499921179
50365,50.0
50366,53.762618441642324
50367,111.07720593800407
50368,319.82686396910754
50369,35.36853306370861
50370,67.93488777632565
50371,535.0979146064191
50372,50.00000000000001
50373,157.79997500993915
50374,100.0
50375,567.6365207068893
50376,50.74817413521637
50377,89.99553523591986
50378,59.99999999999999
50379,64.73176976712945
50380,293.0540330225844
50381,80.0
50382,88.88693657889955
50383,45.74806410320912
50384,53.98182264972737
50385,54.278706503212916
50386,44.9429429042418
50387,81.28071659667212
50388,40.07799345545055
50389,32.15844392247488
50390,44.72202045614569
50391,134.99999991110937
50392,49.99999999999999
50393,55.281399657036694
50394,55.440669255926196
50395,157.73902831722455
50396,59.99999999999999
50397,53.04556719191801
50398,71.99944717402964
50399,65.34525374135131
50400,50.0
50401,55.48034084594756
50402,56.13668113597651
50403,100.00000000000001
50404,67.27332555729357
50405,25.038621370304917
50406,104.19474682248799
50407,45.27723072389135
50408,189.37587169208012
50409,143.16575346604878
50410,202.25058886733547
50411,49.99999999999999
50412,101.32055956366082
50413,38.80032001925494
50414,94.27919434868214
50415,132.06484598061567
50416,49.99999999999999
50417,60.0
50418,74.76382234127469
50419,40.0
50420,127.85098009291401
50421,84.30652493418381
50422,55.4962760550068
50423,70.0
50424,60.23399583946251
50425,221.2897301954107
50426,95.14937485112877
50427,50.00000000000001
50428,109.87738486852045
50429,100.0
50430,218.9009803266295
50431,49.99999999999999
50432,60.00000000000001
50433,44.308526930551565
50434,38.33410577665134
50435,54.32093593271574
50436,54.3379672073665
50437,80.0
50438,107.7211896216638
50439,170.48277583899693
50440,64.794553576534
50441,56.62442711007438
50442,46.456271240930796
50443,43.65060653151417
50444,79.88536435045413
50445,459.9999984631215
50446,71.37831207047006
50447,37.15357570171724
50448,31.03587973301482
50449,50.0
50450,90.0
50451,291.7840976173713
50452,45.11835641262961
50453,50.0
50454,46.0438243979017
50455,50.00000000000001
50456,65.00008885912287
50457,44.5854005002451
50458,44.94717407108299
50459,119.41817535077755
50460,99.42801411938561
50461,44.18839505460741
50462,300.20147785548073
50463,59.99999999999999
50464,105.1130433137094
50465,35.29905225024123
50466,80.0
50467,143.97860574302018
50468,133.45952774614864
50469,60.00000000000001
50470,60.0
50471,84.0707279781156
50472,40.01280050317637
50473,95.78441849071737
50474,95.05389735111522
50475,50.0
50476,59.99999999999999
50477,55.09579566616836
50478,70.0
50479,65.37184089742756
50480,60.00000000000001
50481,43.50302224922012
50482,110.6643620915299
50483,41.53207996230325
50484,53.37425473982054
50485,372.93971605490674
50486,50.0
50487,50.0
50488,90.0
50489,488.6806240921967
50490,59.99999999999999
50491,124.36905822716759
50492,199.78664247853894
50493,30.20912977905615
50494,50.0
50495,53.87657101565969
50496,60.00000000000001
50497,55.18180670672941
50498,74.11566201106477
50499,217.24616818906264
50500,26.689215320116713
50501,59.99999999999999
50502,38.71100111557131
50503,52.15648814214664
50504,30.000000000000004
50505,20.0
50506,44.74734710244109
50507,49.99999999999999
50508,54.69489357751377
50509,60.210776605713406
50510,55.465352136491724
50511,75.05885606042632
50512,50.00000000000001
50513,44.07172096258236
50514,51.39553015847038
50515,100.0
50516,110.0
50517,85.8099407639477
50518,57.889123399193316
50519,119.99999999999999
50520,190.65329417907313
50521,29.395375448723748
50522,65.54508041419076
50523,75.7703378833729
50524,30.0
50525,60.0
50526,60.93826424999112
50527,50.002449580492545
50528,70.03644741311402
50529,130.0
50530,48.62092070642103
50531,74.46435877325956
50532,190.79217443265873
50533,46.39003998235105
50534,50.61773015939246
50535,70.0
50536,64.74865416998375
50537,46.049689587549466
50538,138.0211758118347
50539,117.70930262107458
50540,50.0
50541,37.717564215887656
50542,66.4257313877425
50543,60.00000000000001
50544,64.79659530513726
50545,55.152019876533615
50546,50.0
50547,94.5363711514951
50548,55.26017987190371
50549,73.66337590778913
50550,44.60639089820935
50551,50.00000000000001
50552,91.50162860633715
50553,273.6248711306707
50554,40.0
50555,25.31078472887175
50556,75.32036301931366
50557,23.31056880446574
50558,171.99588550014
50559,101.98000775417303
50560,126.66842239035024
50561,471.1277976709338
50562,100.00000000000001
50563,50.0
50564,50.77888556085867
50565,39.395404340286724
50566,700.4426396176801
50567,110.0
50568,50.0
50569,39.99999999999999
50570,60.0
50571,273.9236900702088
50572,228.5125977753866
50573,53.65510813638423
50574,65.23411161687551
50575,44.29829069251306
50576,49.292760530447424
50577,32.17646059224249
50578,64.24639429637283
50579,146.0440885652396
50580,90.0
50581,49.99999999999999
50582,24.960958734461002
50583,65.59418323907042
50584,41.53196397636563
50585,60.40509122461951
50586,86.68963467053878
50587,60.00000000000001
50588,24.54089427553533
50589,237.4713180332287
