ID,Count
18288,520.8055860369687
18289,412.94689606678173
18290,378.869860018295
18291,307.69596835479973
18292,262.0587708097661
18293,278.7819640605382
18294,275.99561983178853
18295,376.80152233448814
18296,421.65874916457113
18297,575.0702443878542
18298,676.6284360321441
18299,644.2349126267462
18300,861.8759625326776
18301,632.0064351168703
18302,713.7058466408794
18303,675.5441611130886
18304,662.4988456309263
18305,808.574080467476
18306,696.660335686702
18307,722.8815627525121
18308,802.2340641939012
18309,620.9186169170599
18310,638.2520059551576
18311,610.8505833802241
18312,509.6000159267182
18313,401.7413259565311
18314,396.33807864833096
18315,281.4621249864551
18316,250.85320069951533
18317,294.05227067304844
18318,318.9529558213263
18319,365.5959522242375
18320,455.9739830268073
18321,541.2527174783627
18322,665.4228659218935
18323,691.7019869557547
18324,889.9894162849462
18325,620.8008650066197
18326,580.2488690255739
18327,601.4126884029515
18328,739.6897093666882
18329,949.1807948020494
18330,722.2674443704652
18331,782.2662537224514
18332,791.0284940836506
18333,609.7130468068093
18334,627.046435844907
18335,599.6450132699734
18336,509.6000159267182
18337,329.62384600058704
18338,412.47947734950293
18339,281.4621249864551
18340,250.85320069951533
18341,264.79004972153797
18342,291.0687169785657
18343,426.694441676156
18344,603.4619259493381
18345,541.2527174783627
18346,608.7872125980805
18347,691.7019869557547
18348,788.8376387713536
18349,596.7584044317744
18350,487.8155132104127
18351,571.2512824927483
18352,689.7825433157866
18353,856.7474389868883
18354,437.41941800879954
18355,710.6078136385062
18356,766.7902685453266
18357,517.2796909916481
18358,534.6130800297458
18359,599.6450132699734
18360,450.3975593869091
18361,328.19319594123033
18362,353.2770208096936
18363,256.063641216947
18364,247.62895477586042
18365,205.4229313311811
18366,275.35304336582857
18367,404.6488186488167
18368,459.96163372151346
18369,450.47862391534267
18370,672.0514274314713
18371,709.9304225556867
18372,510.7926177335294
18373,459.58261250266474
18374,516.0061924330375
18375,431.4186532114939
18376,643.296131900043
18377,670.715120499105
18378,639.6358347391716
18379,682.4449301456389
18380,653.581356593284
18381,489.9992072531802
18382,519.9868533724914
18383,585.0187866127188
18384,398.7921741065125
18385,276.5878106608337
18386,266.48696567307934
18387,204.45825593655036
18388,204.53335298079318
18389,207.98045215057275
18390,223.74765808543185
18391,323.0983625826547
18392,376.7254251259727
18393,389.85437211904275
18394,527.0264317104002
18395,601.0337079679276
18396,518.139147377237
18397,500.51087791903893
18398,437.6114080743409
18399,475.0103777286189
18400,706.4726428918312
18401,602.9237183376661
18402,661.2728271923385
18403,710.5144361488822
18404,681.6508625965273
18405,518.0687132564235
18406,548.0563593757345
18407,613.0882926159624
18408,334.0305473766089
18409,297.738263503416
18410,311.0221057646484
18411,232.29897156011373
18412,250.01175518963305
18413,239.99671881442237
18414,239.99671881442237
18415,263.9767271982105
18416,285.4978433012488
18417,328.83374571724437
18418,478.1148952949439
18419,492.7108983002605
18420,500.30429603157296
18421,476.13934070278617
18422,519.0606879808611
18423,523.9407399692547
18424,467.1806853110364
18425,501.3798586583521
18426,488.52583629460753
18427,443.34972971253734
18428,432.0054895619171
18429,439.87704584462807
18430,476.3948478538066
18431,397.76227251234013
18432,345.271867803823
18433,308.9795839306301
18434,353.5140280167155
18435,274.79089381218074
18436,260.96849583517826
18437,266.98274882389126
18438,276.27733219109257
18439,300.93968524067594
18440,297.1975878644623
18441,361.0767671794677
18442,464.30222357674324
18443,498.3271580966895
18444,511.4033158340963
18445,470.12488690883805
18446,507.5634741808188
18447,498.5801678115571
18448,459.31803899018723
18449,498.8152797152301
18450,489.29073102500877
18451,439.08223279960544
18452,493.55158400395095
18453,439.3772515483471
18454,419.1843661468172
18455,389.2600540525548
18456,401.9487974487791
18457,332.04487044018487
18458,315.1773604848545
18459,265.97620636839156
18460,277.82247346933616
18461,231.13109982122546
18462,281.4036933551359
18463,306.0660464047194
18464,316.45607740028527
18465,346.6144552768136
18466,468.86263951285287
18467,472.2341326036583
18468,498.0238519072926
18469,460.37999046122764
18470,457.56815217384195
18471,475.93701716935186
18472,440.1007434314827
18473,440.9539136737715
18474,496.5950148998937
18475,444.66290832133615
18476,436.16068986155085
18477,456.2025347465994
18478,400.8577780761868
18479,377.2759299282829
18480,428.2755135160458
18481,341.99750479670587
18482,371.5336275408366
18483,297.58261637109587
18484,311.2311168215228
18485,282.5693152450993
18486,295.2236636406251
18487,325.36877669630286
18488,324.5021227777273
18489,354.66050065425566
18490,497.0269706701087
18491,496.6283070265215
18492,482.1676007707895
18493,441.0421454949532
18494,509.31015924282934
18495,471.68131558456963
18496,452.63761278333186
18497,501.66240561684333
18498,473.34319162796686
18499,487.05731716709846
18500,469.30341984045475
18501,451.96556164478346
18502,473.99937946206836
18503,449.4832111998283
18504,419.07220397402676
18505,292.0696848470109
18506,290.1044487387638
18507,275.32480028406803
18508,274.88432564616807
18509,244.30055986225295
18510,240.2080702757965
18511,283.06674489770165
18512,285.8346584583193
18513,315.9930363348477
18514,445.46125215610573
18515,490.01998034141883
18516,477.09723407053616
18517,453.5871003661064
18518,444.0192620822334
18519,449.86157519916753
18520,385.2690364301288
18521,466.2781991652361
18522,437.9499002209496
18523,538.7122106128056
18524,513.6780113600032
18525,474.17837375028614
18526,392.2371463294503
18527,299.3472175634512
18528,333.2990040126414
18529,296.07002668283167
18530,299.5875505806789
18531,286.01691208811246
18532,260.21586529251505
18533,239.92748380714156
18534,232.0648374862924
18535,234.67308654883135
18536,233.959406279678
18537,313.14353220442365
18538,448.0791535157995
18539,428.4879057355012
18540,436.08130346681367
18541,421.1257078277936
18542,463.43807556506783
18543,439.89967031677406
18544,423.0698864723124
18545,398.9607420256568
18546,364.5044806023916
18547,557.93202644892
18548,449.9248009337845
18549,424.4899198072554
18550,413.5461206256488
18551,372.74320862836356
18552,399.84144588778383
