ID,Count
18288,452.9438633093599
18289,416.1388763556246
18290,369.351989265582
18291,277.8434095852832
18292,281.4541177655051
18293,273.3608634113823
18294,374.40317367152977
18295,382.10521762922906
18296,395.75540493507106
18297,434.64730297327765
18298,695.899242168177
18299,710.1070710883663
18300,682.4805806284098
18301,697.4246487188107
18302,627.392324071732
18303,569.8212586277609
18304,762.9738560356416
18305,727.6254947585128
18306,741.4693681428826
18307,760.7896953278093
18308,698.7299908725392
18309,485.9184453755994
18310,575.4604093858802
18311,551.1220081821191
18312,456.6163415214828
18313,466.3236285410336
18314,310.6688251589792
18315,303.9799392783524
18316,289.6177095553628
18317,296.22896202098946
18318,373.0207908149272
18319,380.72283477262647
18320,411.29329358151324
18321,499.55610871043257
18322,561.3674579182219
18323,564.3361596792926
18324,547.9487963784547
18325,562.8928644688556
18326,564.4662731466858
18327,506.8952077027144
18328,667.4351510052413
18329,626.8709203719375
18330,656.1276562167841
18331,689.3211899577218
18332,463.44795524986705
18333,534.0741264960515
18334,567.1698604533071
18335,550.5550609603567
18336,508.18347656349454
18337,466.3236285410336
18338,307.72289395865107
18339,313.5259139248128
18340,289.6177095553628
18341,296.22896202098946
18342,373.0207908149272
18343,351.44809382937467
18344,411.29329358151324
18345,499.55610871043257
18346,550.1283307591033
18347,564.3361596792926
18348,547.9487963784547
18349,562.8928644688556
18350,693.3111838733363
18351,508.90016834345386
18352,638.1490819887538
18353,652.3652761666397
18354,656.1276562167841
18355,482.99576744752517
18356,497.18895924475316
18357,534.0741264960515
18358,567.1698604533071
18359,482.12204716281565
18360,505.2375453631664
18361,472.9236719871658
18362,317.2688686051115
18363,313.5259139248128
18364,289.6177095553628
18365,296.22896202098946
18366,343.7460498716754
18367,351.44809382937467
18368,400.0541664223946
18369,488.3169815513139
18370,550.1283307591033
18371,564.3361596792926
18372,547.9487963784547
18373,564.8978251095949
18374,693.3111838733363
18375,462.4800241621715
18376,638.3096395135701
18377,652.3652761666397
18378,499.0359663150924
18379,517.7340308900659
18380,511.90660764187373
18381,548.7917748931721
18382,483.7533516163371
18383,496.8396955599361
18384,521.7529607236908
18385,479.8931127012296
18386,312.69057731416297
18387,308.9476226338643
18388,245.57586733169214
18389,266.0251012318412
18390,339.16775858072685
18391,335.6306753793075
18392,395.47587513144606
18393,483.7386902603655
18394,545.5500394681548
18395,538.2058948286283
18396,543.6124173043687
18397,504.43675439328024
18398,632.8501131570218
18399,431.3050224623447
18400,415.9157584021209
18401,479.98992651917683
18402,457.7448139995305
18403,486.559029190239
18404,488.210992688125
18405,482.65431615959847
18406,452.57834991651043
18407,467.2186040628055
18408,295.012426820952
18409,285.0265577776387
18410,211.49172415436774
18411,184.81817274153454
18412,170.5984555677821
18413,246.6013085927469
18414,242.1076346105609
18415,243.7491927973343
18416,291.0225926326974
18417,292.24319543141746
18418,315.41211515155715
18419,332.52938741806724
18420,331.418489356122
18421,329.6752218868975
18422,336.85346536025247
18423,343.81691558212674
18424,343.8456697892384
18425,341.8756456171726
18426,534.7970188665194
18427,384.0589194972739
18428,431.45713234736775
18429,403.82126928933155
18430,396.9664069606016
18431,387.42951191299835
18432,296.79849271712555
18433,286.81262367381225
18434,213.27779005054126
18435,187.25272052826725
18436,255.7753608560421
18437,251.2434202160546
18438,240.6892604629427
18439,248.391304420642
18440,293.76628951762405
18441,313.3152751566163
18442,320.0542267748649
18443,337.171499041375
18444,336.06060097942975
18445,338.50336866645523
18446,341.4955769835602
18447,350.08755532356804
18448,348.48778141254616
18449,458.12806843301485
18450,427.6092638876024
18451,448.46206262671365
18452,445.8654215034188
18453,403.09660884154994
18454,411.3746961166527
18455,413.4461850040524
18456,292.55684431368684
18457,282.57097527037354
18458,209.68462353766174
18459,229.2188682216303
18460,251.5337124526034
18461,236.447612059504
18462,236.447612059504
18463,266.7860749020932
18464,286.5186586512865
18465,309.07362675317756
18466,331.7215160319407
18467,332.9298506379363
18468,336.00498773224103
18469,335.89024838115006
18470,338.88245669825506
18471,345.8459069201293
18472,341.951206631683
18473,389.976036433006
18474,362.56159247248354
18475,359.35233414300876
18476,332.53436450963125
18477,326.9863746720388
18478,310.69613367937063
18479,315.5093986831572
18480,312.0976474190138
18481,331.9806871520119
18482,263.0191196376294
18483,262.1907373610968
18484,246.15266105984327
18485,237.12704643766975
18486,242.7628787167541
18487,250.4649226744534
18488,279.09322750807235
18489,356.71822750807235
18490,364.8661167868355
18491,370.26048654908107
18492,370.77811660526936
18493,369.03484913604484
18494,372.02705745314984
18495,433.8458097819007
18496,482.2408898442674
18497,477.13581398249335
18498,476.71182095678444
18499,458.369613023477
18500,402.53385882382497
18501,392.51371686592256
18502,403.92853577439496
18503,445.2734336520381
18504,363.8917992467068
18505,335.63574887381367
18506,250.51136824170337
18507,262.1907373610968
18508,239.76057233927608
18509,242.7628787167541
18510,242.7628787167541
18511,236.3546612959801
18512,259.09322750807235
18513,356.71822750807235
18514,369.0521519430855
18515,371.8890146672146
18516,370.77811660526936
18517,366.46297351845647
18518,430.74555126902067
18519,483.84066375528937
18520,482.2408898442674
18521,467.93372075617276
18522,469.5871253901613
18523,444.8560811961984
18524,453.5285583831742
18525,377.8308457470871
18526,463.9201989603255
18527,377.623546347264
18528,358.5704639286304
18529,331.7881748022769
18530,283.54295345585354
18531,263.6218635582891
18532,241.97348403866513
18533,246.33726448310316
18534,226.33726448310316
18535,231.03332597790362
18536,226.42960703374567
18537,324.0546070337458
18538,365.3593447431425
18539,366.5676793491381
18540,524.8181659176653
18541,494.03774095874826
18542,474.00027028505826
18543,477.1005287979383
18544,490.21153513320564
18545,461.1935857988217
18546,456.68909179539514
18547,461.0787901192957
18548,458.4821489960009
18549,448.24035693059443
18550,387.87896814482986
18551,304.8372000629878
18552,367.82953577612307
18553,333.12621977822994
18554,298.08072557207527
18555,266.9135001770561
18556,250.87542387580257
18557,234.12257508405625
18558,231.11659262115742
18559,211.4763514226067
18560,234.21491763469876
18561,333.4684457528324
18562,373.14465534409555
18563,504.67721709087107
18564,553.5611730023145
18565,551.81790553309
18566,481.7855808860113
18567,494.72341729767936
18568,508.91894238865484
18569,464.4744023963482
18570,472.07335904972354
18571,468.86410072024876
18572,470.13065130594805
18573,413.4157505566068
18574,335.64690714119536
18575,274.430581779911
18576,396.962595351515
18577,385.1099874978994
18578,334.1671049600576
18579,302.99987956503844
18580,266.961803263785
18581,270.2089544720386
18582,239.8606868528897
18583,249.19125892872253
18584,287.83876280132915
18585,313.96376280132915
18586,552.8313953433352
18587,623.0100888082088
18588,621.8991907462637
18589,697.1681843684123
18590,636.9734376201218
18591,506.9950978049528
18592,490.80754790606034
18593,523.7286905515521
18594,680.4488884307921
18595,613.2427829924485
18596,563.9325486333674
18597,473.3543354289567
18598,390.9871933711813
18599,387.8189034784141
18600,394.73769961100925
18601,391.2307721207749
18602,315.79421560074707
18603,289.1206641879139
18604,273.08258788666046
18605,245.98147147576523
18606,247.60999959389878
18607,271.22098121211263
18608,293.95954742420463
18609,443.2777198454929
18610,627.165358472135
18611,628.3736930781306
18612,637.1003729149736
18613,712.3693665371222
18614,638.2885180612423
18615,498.5281064399578
18616,508.62205809911393
18617,685.8124927007138
18618,630.8569606267392
18619,578.5827504980006
18620,594.8366287650348
18621,516.4801983292897
18622,498.93588683665587
18623,386.5248694746001
18624,459.5023440648207
18625,361.3871289322983
18626,305.9505724122705
18627,251.9347358431872
18628,235.89665954193376
18629,237.76635640542227
18630,237.76635640542227
18631,417.90634137997574
18632,335.70334333210724
18633,483.42893063040503
18634,654.9013051274085
18635,665.9472176321922
18636,741.8485806616202
18637,709.5528942000374
18638,649.3873818899074
18639,477.7221182123834
18640,710.9132464017673
18641,619.9287837468564
18642,587.1167592382185
18643,562.2041210235835
18644,618.7467491853412
18645,497.07342209019555
18646,445.30752537968294
18647,413.78455704945986
18648,434.5107724665263
18649,351.9018833518179
18650,273.6167156577262
18651,254.81329231308942
18652,203.75092328871708
18653,206.99807449697076
18654,288.84001503803427
18655,296.54205899573356
18656,354.9299153970444
18657,459.7917034414452
18658,633.9706011177451
18659,648.1784300379344
18660,680.5278797608104
18661,695.4719478512112
18662,628.2354278919362
18663,633.5767696543377
18664,603.076032913726
18665,560.2902593520276
18666,566.4060157636324
18667,590.4992359789198
18668,586.9838516843475
18669,437.04518499074516
18670,517.9301278672639
18671,450.86433630372414
18672,388.11747952454084
18673,340.16630525358244
18674,268.6115712190307
18675,249.808147874394
18676,197.1172507318881
18677,226.53778443553423
18678,292.4415760694375
18679,300.14362002713676
18680,308.53662245505905
18681,423.23598839824774
18682,600.5768024899533
18683,635.2454848807697
18684,645.8283123890026
18685,660.6998042151783
18686,588.5900819084022
18687,545.2640465952159
18688,544.2250276856339
18689,511.15893914899596
18690,602.3837958268109
18691,528.989661839644
18692,486.6599745265938
18693,451.4269484978297
18694,427.5515351561969
18695,381.0254539096492
18696,393.1989084817162
18697,328.33307799635645
18698,270.4368756459244
18699,224.20013092508228
18700,208.41947893922438
18701,203.88753829923687
18702,203.88753829923687
18703,269.38256200463115
18704,292.12112821672326
18705,355.36301566301984
18706,488.1892453682623
18707,517.1639121646824
18708,529.052508416931
18709,553.8784524632839
18710,567.1455867112919
18711,514.7906171533446
18712,579.2591245043437
18713,474.1808663715269
18714,456.5346469812497
18715,470.02446907789647
18716,488.50676028515954
18717,421.1693282174991
18718,477.9186584100812
18719,476.14807790878115
18720,387.9654029400899
18721,326.105554917629
18722,268.2093525671969
18723,221.97260784635475
18724,206.19195586049685
18725,201.66001522050934
18726,201.66001522050934
18727,267.1550389259037
18728,289.8936051379958
18729,364.7566418902451
18730,488.75752697733856
18731,563.1043578359549
18732,565.9045751819535
18733,553.8784524632839
18734,583.1861509089355
18735,580.8588984153656
18736,511.3362118065355
18737,461.81740838316443
18738,453.5887157809216
18739,479.5704437243568
18740,488.50676028515954
18741,421.1693282174991
18742,477.9186584100812
18743,483.4596067688491
18744,387.9654029400899
18745,342.0144925781435
18746,268.2093525671969
18747,221.97260784635475
18748,206.19195586049685
18749,201.66001522050934
18750,201.66001522050934
18751,267.1550389259037
18752,294.766807485497
18753,355.9312972720961
18754,561.8960232299594
18755,554.0159789297049
18756,577.1320051066178
18757,569.9190166609275
18758,588.2410119776611
18759,632.4260334573775
18760,511.3362118065355
18761,458.8714771828362
18762,479.0260323814373
18763,512.7639774652946
18764,488.50676028515954
18765,514.6252839792406
18766,562.3026749075108
18767,524.0688483340876
18768,387.1240049072451
18769,345.26415688478414
18770,271.4590168738375
18771,225.22227215299537
18772,209.44162016713747
18773,204.90967952714996
18774,225.26840064209605
18775,267.2411030400507
18776,280.9015442521428
18777,407.34893032873674
18778,556.05730863035
18779,557.2656432363456
18780,563.642830126522
18781,578.2235420362937
18782,643.0578113263135
18783,635.6756977640181
18784,549.4614018220278
18785,493.9399123211124
18786,520.0971535972578
18787,553.8350986811149
18788,529.57788150098
18789,538.5925421879701
18790,619.3894045599228
18791,591.756350996668
18792,387.1240049072451
18793,345.26415688478414
18794,244.11673171758738
18795,225.22227215299537
18796,222.54890852773318
18797,204.90967952714996
18798,259.5390590823514
18799,258.1629780400507
18800,319.9811340958928
18801,398.26055142248674
18802,556.05730863035
18803,578.3610685027147
18804,626.5403345580825
18805,629.7906770783055
18806,640.1118801259855
18807,642.2757412101502
18808,548.6969209582464
18809,493.9399123211124
18810,520.0971535972578
18811,553.8350986811149
18812,624.9877343601247
18813,538.5925421879701
18814,608.1502774008042
18815,580.5172238375493
18816,388.51177489336374
18817,346.6519268709028
18818,245.50450170370604
18819,239.71733049970973
18820,235.55782781980454
18821,194.055724320775
18822,251.84870406846997
18823,307.71871677616934
18824,331.5577140714819
18825,425.8776955957194
18826,588.7293138723082
18827,654.5042778345094
18828,638.1169145336715
18829,650.1150514237441
18830,661.2344347480349
18831,589.317805519894
18832,560.2735009338355
18833,490.2880358240892
18834,495.1313815172755
18835,645.9923245315234
18836,636.5643143357138
18837,538.9299950044406
18838,668.7055700231386
18839,592.0938038131384
18840,386.28245218397615
18841,344.4226041615152
18842,256.3824673549143
18843,266.1324305642926
18844,209.46563061197074
18845,213.45966993249434
18846,297.7873501090826
18847,305.48939406678187
18848,345.36895555973797
18849,428.7032339550575
18850,638.0671262049326
18851,652.2749551251219
18852,632.9416606239558
18853,657.431703360817
18854,659.0051120386474
18855,587.0884828105065
18856,558.044178224448
18857,519.0944318641651
18858,611.2810570952934
18859,681.3892957326352
18860,660.7221583777069
18861,596.4992222237031
18862,704.1025412242504
18863,662.5646154377416
18864,382.87469366989944
18865,354.1221340080342
18866,257.8479111883388
18867,242.77182982309623
18868,203.4406589527911
18869,210.05191141841763
